
+------+---------------+---------------------------------+---------------------+---------------------+----------------------+--------------+--------------+------------+--------------+-----------+-----------------+-------------------+
|  ID  | transactionId |       recipientsXNAddress       | recipientsXM8UserId |        stamp        |  CONTROL_POINT_type  | CONTACT_type | contact_name | PHONE_type |    number    | extension |   claimNumber   | origTransactionId |
| None |    006XBDB    |         ACSC.TEST.STAFF         |                     | 2020-09-29T14:30:58 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003102328-8-W  |        None       |
| None |    006W2BH    |          XACTNET.QUEUE          |                     | 2020-04-03T14:39:54 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003101376-8-W  |        None       |
| None |    007BSLC    |          ACSC.TEST.DP5          |                     | 2020-10-06T14:13:04 | Notification Pending |   ClaimRep   |     None     |    None    |     None     |    None   |  003122541-8-W  |        None       |
| None |    0075M06    |          XACTNET.QUEUE          |                     | 2020-08-05T14:02:17 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003117647-8-W  |        None       |
| None |    007C9L3    |         ACSC.TEST.STAFF         |                     | 2020-10-14T13:40:06 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123266-8-W  |        None       |
| None |    00701PS    |         ACSC.TEST.STAFF         |                     | 2020-09-29T15:23:52 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003104710-8-W  |        None       |
| None |    00728J2    |         ACSC.TEST.STAFF         |                     | 2020-09-29T15:30:18 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003108908-8-W  |        None       |
| None |    0072HGD    |          XACTNET.QUEUE          |                     | 2020-06-12T11:50:31 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003109977-8-W  |        None       |
| None |    006YM4R    |           ACSC.TEST.PT          |       TORRES.P      | 2020-05-18T00:00:01 |      Contacted       |   ClaimRep   |     None     |   Office   | 714-850-8048 |           |  003103458-8-WF |        None       |
| None |    006VS5X    |          XACTNET.QUEUE          |                     | 2020-03-31T09:50:37 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  005044295-8-X  |        None       |
| None |    00734CT    |          XACTNET.QUEUE          |                     | 2020-06-23T11:26:33 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003112735-8-W  |        None       |
| None |    0072PQ5    |          XACTNET.QUEUE          |                     | 2020-06-16T15:11:12 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111132-8-W  |        None       |
| None |    0073LMP    |         ACSC.TEST.STAFF         |                     | 2020-07-02T08:49:53 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003113757-8-W  |        None       |
| None |    006Y74F    |          XACTNET.QUEUE          |                     | 2020-04-22T09:43:36 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003103188-8-W  |        None       |
| None |    0072HDJ    |          XACTNET.QUEUE          |                     | 2020-06-12T11:21:48 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003109964-8-W  |        None       |
| None |    007BG89    |         ACSC.TEST.STAFF         |                     | 2020-09-30T09:03:59 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003121972-8-W  |        None       |
| None |    0072MDL    |          XACTNET.QUEUE          |                     | 2020-06-15T14:26:06 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003110459-8-W  |        None       |
| None |    0071474    |         ACSC.TEST.STAFF         |                     | 2020-05-19T14:22:48 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003106006-8-W  |        None       |
| None |    007CFPP    |         ACSC.TEST.STAFF         |                     | 2020-10-19T09:59:59 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123671-8-W  |        None       |
| None |    007BTHM    |          XACTNET.QUEUE          |                     | 2020-10-07T07:36:52 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003122586-8-W  |        None       |
| None |    00734VP    |          XACTNET.QUEUE          |                     | 2020-06-23T15:56:27 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003112979-8-W  |        None       |
| None |    006Y6QX    |          XACTNET.QUEUE          |                     | 2020-04-22T08:31:43 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003103170-8-W  |        None       |
| None |    00716S4    |         ACSC.TEST.STAFF         |                     | 2020-05-20T15:21:12 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003106270-8-W  |        None       |
| None |    00760J1    |         ACSC.TEST.STAFF         |                     | 2020-09-30T09:01:35 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003118702-8-W  |        None       |
| None |    006XBSH    |         ACSC.TEST.STAFF         |                     | 2020-04-14T12:48:43 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003102354-8-W  |        None       |
| None |    007C9L6    |         ACSC.TEST.STAFF         |                     | 2020-10-14T13:47:48 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123265-8-W  |        None       |
| None |    0070RXW    |          XACTNET.QUEUE          |                     | 2020-05-15T13:34:50 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003105748-8-W  |        None       |
| None |    007BSNC    |          XACTNET.QUEUE          |                     | 2020-10-06T14:55:59 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003122550-8-W  |        None       |
| None |    00734V0    |          XACTNET.QUEUE          |                     | 2020-06-23T15:37:38 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003112951-8-W  |        None       |
| None |    0075NNQ    |         ACSC.TEST.STAFF         |                     | 2020-08-06T12:02:29 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003117825-8-W  |        None       |
| None |    007317N    |          XACTNET.QUEUE          |                     | 2020-06-22T08:43:08 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111387-8-W  |        None       |
| None |    006Y3XH    |          XACTNET.QUEUE          |                     | 2020-04-21T13:57:19 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003103037-8-W  |        None       |
| None |    00720QP    |         ACSC.TEST.STAFF         |                     | 2020-06-03T08:03:09 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003107808-8-W  |        None       |
| None |    007038Q    |         ACSC.TEST.STAFF         |                     | 2020-09-29T15:23:57 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003104870-8-W  |        None       |
| None |    007B180    |           TEST.XNA.GL           |       LANCAST1      | 2020-09-23T08:37:36 |  Estimate Received   |   ClaimRep   |     None     |    None    |     None     |    None   |  003098255-8-W  |        None       |
| None |    00733WW    |           ACSC.TEST.PT          |                     | 2020-06-23T08:26:53 |    Site Inspected    |   ClaimRep   |     None     |   Office   | 714-850-8048 |           |  003112613-8-W  |        None       |
| None |    0072NSF    |          XACTNET.QUEUE          |                     | 2020-06-16T08:43:41 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003110681-8-W  |        None       |
| None |    0072RDV    |          XACTNET.QUEUE          |                     | 2020-06-17T09:51:34 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111320-8-W  |        None       |
| None |    006YM4R    |           ACSC.TEST.PT          |       TORRES.P      | 2020-05-19T11:59:03 |  Estimate Received   |   ClaimRep   |     None     |   Office   | 714-850-8048 |           |  003103458-8-WF |        None       |
| None |    0071JW5    |          XACTNET.QUEUE          |                     | 2020-05-27T15:50:44 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003107040-8-W  |        None       |
| None |    0072NPZ    |          XACTNET.QUEUE          |                     | 2020-06-16T07:54:58 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003110643-8-W  |        None       |
| None |    00721CR    |         ACSC.TEST.STAFF         |                     | 2020-06-03T14:16:43 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003107978-8-W  |        None       |
| None |    0071SCL    |          ACSC.TEST.DP5          |                     | 2020-06-01T09:10:06 | Notification Pending |   ClaimRep   |     None     |    None    |     None     |    None   |  003107424-8-W  |        None       |
| None |    007CD1H    |         ACSC.TEST.STAFF         |                     | 2020-10-16T09:56:38 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123508-8-W  |        None       |
| None |    007C4C5    |         ACSC.TEST.STAFF         |                     | 2020-10-13T08:18:20 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123077-8-W  |        None       |
| None |    007C2V9    |         ACSC.BETA.ONLINE        |       NGBOARDE      | 2020-10-12T13:21:49 |   Review Accepted    |   ClaimRep   |     None     |   Office   | 801-932-8267 |           |  003122810-8-W  |        None       |
